repo	sha	date	category	inserted	deleted	subject
psmobile	48037785f207	2025-08-21	fallback/compat path	158	0	strict: enforce single dict from_generator; remove kwargs fallback; document no-fallback rule in mapping_llm_test.md
psmobile	ff0c8d4dac79	2025-08-22	abstraction/wrapper/controller	1960	6458	chore: remove edu_tools package and related scripts, update docs and ignore files
psmobile	73109fbde8bb	2025-08-22	other: product/behavior	9	59	refactor: remove confirm phase from ConstructAnnounceConfirm component
psmobile	fc53c85c44db	2025-08-22	other: product/behavior	1	13	fix: remove LessonsPlayablesIndex screen and references from RootNavigator
psmobile	e67bbaea24d2	2025-08-22	other: product/behavior	0	8	feat: remove Playable component list from dev menu
psmobile	2ce94abe6234	2025-08-23	test sprawl	618	367	feat(playables): remove QuickCheckReveal playable and references\n\n- Delete QuickCheckReveal TSX + story and Python model\n- Drop quick_check_reveal from registry, planner, tools executor, section policies\n- Remove route/validation from LessonRunner and RootNavigator\n- Update Makefile GOOD_KINDS to exclude quick_check_reveal\n- Clean tests: remove QCR generator smoke and tool case\n\nRationale: QCR overlaps with IdentifyNextRank; naming and value unclear. IdentifyNextRank remains for rank-speed drills.
psmobile	97a50dc5189f	2025-08-23	other: docs/plans	814	1739	retire(MultiRoundQuiz): remove backend and mobile implementations; update docs; regenerate lesson schema and TS types; fix import to single_select_with_board; drop legacy fastcards builder import; pass Ajv contracts
psmobile	501a0d49199e	2025-08-23	proof ceremony	0	276	retire context_single_select: remove model, drop manifest import, neutralize executor mapping
psmobile	fb14565a1703	2025-08-23	test sprawl	191	381	refactor(naming): remove mcq_with_board and fully adopt single_select_with_board\n\n- Python: new single_select_with_board module; delete mcq_with_board; update lesson_manifest + registry\n- Tests: replace mcq_with_board contracts test with single_select_with_board\n- Mobile: rename screen/stories to SingleSelectWithBoard; remove MCQWithBoard files; update navigator + runner\n- Planner examples reference fc_single_select_with_board_for_ui
psmobile	e5cbedcd099f	2025-08-23	test sprawl	2	92	retire context_single_select across system: remove builder/tests/branches; drop wireframe rules; neutralize executor
psmobile	dcae160761be	2025-08-23	extra state	7	60	playables: retire identify_best_category (replaced by mcq_with_board); remove model/registry/step/executor cases; drop mobile screen/story/routes; regen schema+types; port examples to mcq_with_board
psmobile	510cf1949567	2025-08-23	extra state	11	21	feat(naming): fully align on single_select_with_board; remove mcq_with_board usage\n\n- Drop mcq_with_board from PlayableKind, lesson steps, registry\n- Add SingleSelectWithBoard route only; remove MCQWithBoard route\n- LessonRunner no longer routes mcq_with_board\n- Planner examples use fc_single_select_with_board_for_ui
psmobile	295eda2a0d5c	2025-08-23	other: product/behavior	5	15	positions_training: switch communityCards to FastCards Board3to5 wrapper; rely on schema/card parsing instead of regex
psmobile	95f2547da07c	2025-08-23	other: docs/plans	7	10	retire(construct_announce_confirm): remove backend/mobile references; keep catalog/docs moving to construct_hand; planner legacy b3_ no longer uses CAC
psmobile	236017ad0f15	2025-08-23	test sprawl	8	3	chore(tools): migrate tooling to single_select_with_board\n\n- contracts-verify: map single_select_with_board + new fixture, drop mcq_with_board case\n- add contracts/playables/single_select_with_board/valid/minimal.json\n- planner adapters already use dynamic enabled_kinds; no static mcq entry to remove
psmobile	1a8bb9684fee	2025-08-23	proof ceremony	168	49	pick_n_vs_reference: FastCards runtime alignment (no reparsing), remove redundant board len check; disable misaligned qa_invariants; add planner discernment case vs pick_n_from_pool; enable writer+policy; add invalid contracts + pytest
psmobile	26febbcbeaae	2025-08-25	fallback/compat path	36	318	retire(IdentifyOuts): remove duplicate playable, complete typed routes migration
psmobile	856f8a9fb371	2025-08-25	proof ceremony	5	7	RootNavigator: remove dev-only gate for IdentifyNextRank (playable is used in production)
psmobile	609d40fdcf10	2025-08-25	proof ceremony	37	13	sweep: replace legacy playable references with canonical names; update Makefile GOOD_KINDS; fix lessons-validate-manifest; refresh playables_system supported kinds
psmobile	8682db12f3f8	2025-08-25	other: docs/plans	5243	3968	docs: archive legacy plans to docs/history; remove outdated docs; track docs/history
psmobile	6f22b8a0d281	2025-08-25	other: docs/plans	20	8	docs: align typed_playables plan with canonical names (single_select_with_board), retire mcq_with_board refs; add MCQ token playables section; reference ten/T policy (docs/tenten.md)
psmobile	c7ae309a05b4	2025-08-25	fallback/compat path	178	10	Lessons (cards-and-deck-basics L01/L02/L03): fix token-notation steps to use textual single_select; remove duplicate T; ensure choices show T vs 10 explicitly
psmobile	e414cff5e8a0	2025-08-25	fallback/compat path	54	15	strict: require authorIntent and wireframes in copy stages; move wireframes/intent into prompt.yml; remove silent fallbacks
psmobile	acc706f91a77	2025-08-25	other: dead/stale/unused code	249	175	Cleanup: remove unused code; migrate Pydantic config; add Vulture whitelist; tune unused-report; zero out report; stage playable fixes
psmobile	d81216a569ca	2025-08-25	other: product/behavior	1443	161	pspuzzle: remove plannerRationale everywhere, standardize on rationale
psmobile	9055e152ae89	2025-08-26	other: product/behavior	0	441	chore: remove prototype stories/components; use real IdentifyNextRank stories only
psmobile	7b9b206f9d8e	2025-08-26	test sprawl	86	47	Revert "Unify schemaVersion source: add get_schema_version() and use across pipelines/tests; remove hard-coded 1.2.1; no fallbacks. Update round-trip test. Keep examples aligned with 1.3.0."
psmobile	baa5c3a563fc	2025-08-26	test sprawl	0	38	chore: remove dev E2E lesson asset and catalog entry to maintain parity with existing patterns
psmobile	e542db2ba9f5	2025-08-26	other: docs/plans	13	44	docs: simplify Global Prompt Rules example to minimal {id,text}
psmobile	c5303080afec	2025-08-26	other: dead/stale/unused code	0	188722	chore: remove .venv-unused from commit set again
psmobile	a477e896d1f5	2025-08-26	outside-task change	0	188722	chore: remove accidentally committed .venv-unused from repo
psmobile	71bb0b0a9e04	2025-08-26	proof ceremony	2	1	use dynamic schema version in edu_tools.generate_lessons (get_lesson_schema_version); codepaths creating manifests no longer hardcode version
psmobile	6992183dee0a	2025-08-26	proof ceremony	20	9	SwipeHoleCardsDeck: eliminate flicker by UI-thread reset via useAnimatedReaction, track lastSign for under-layer side, and add reveal gating epsilon. Remove tx writes during React render.
psmobile	a875311a52d6	2025-08-26	test sprawl	47	86	Unify schemaVersion source: add get_schema_version() and use across pipelines/tests; remove hard-coded 1.2.1; no fallbacks. Update round-trip test. Keep examples aligned with 1.3.0.
psmobile	2ac4a46620c6	2025-08-26	test sprawl	1774	96	lesson-quality: revert runtime copy gate; add LLM-backed copy eval; card-integrity hardening tests
psmobile	ce05ce73960a	2025-08-27	proof ceremony	0	22	lessons: remove preflight ALLOWED_KINDS gate so all step kinds pass; fixes crash for swipe_hole_cards (FUN-1774)
psmobile	77b6e0956f47	2025-08-28	outside-task change	0	8431	Chore: remove global prompt rules, voice guide, and lesson manifest schema; drop stray guide_tmp.yml
psmobile	27f8f8a0868a	2025-08-28	other: docs/plans	285	157	Normalize prompts/playables to ASCII; remove Unicode punctuation; add SECTION_CONTEXT_PLAN.md
psmobile	b1b4da04fe95	2025-08-28	other: docs/plans	1	7	docs(write_lesson): remove 'edit args' option; feedback-only disapproval flow
psmobile	549ef35d6725	2025-08-28	other: docs/plans	1	0	revert: remove resume-from-plan sanitizer; plan should be fixed in saved file
psmobile	5be42fa8d022	2025-08-28	outside-task change	1	0	Revert: remove history-aware lesson context from write_lesson planner\n\n- Strip prior-lesson summary and kinds-usage injection from Stage 2\n- Restore user prompt to neutral (no Section History block)\n- Keep previous, unrelated changes intact (e.g., --arch support, prompt tweaks)
psmobile	31223650f390	2025-08-28	test sprawl	2350	1858	Coaching model clean break end-to-end: per-kind Coach types, Stage 2 authors coach, Stage 4 refines; remove authorCoach everywhere; prompt wording cleanup; Stage 4 unchanged-coach nudge; FE alignment + regenerated TS types; scrub authorCoach from generated lessons; add LLM-backed coaching-flow tests
psmobile	40eedfc105ae	2025-08-29	diagnostics residue	8	10	Remove dev-only check for LessonsProgressDebug screen
psmobile	582d970d61c3	2025-08-29	diagnostics residue	297	32	Logging: collapse repeated prompt blocks in verbose logs; move noisy logs to TRACE
psmobile	2b26e69b1ba1	2025-08-29	other: product/behavior	10924	663	prior-lessons context: dedupe by lesson number and remove prior_ctx v1 header; keep prompts clean
psmobile	31433ce3b045	2025-08-30	abstraction/wrapper/controller	0	311	cleanup: remove old DrillHandChoices demo wrapper and story (superseded by playable)
psmobile	219a716005ae	2025-08-30	diagnostics residue	79	34	Lessons: fix table/hero layout and drill flow\n\n- PlayablesTableView: auto-size container; add debug options (forceHeight, zeroOffsets)\n- TablePlayableScaffold: anchor hero above actions; move hero full-width wrapper; remove extra gaps\n- DrillHandChoices: advance on wrong, only celebrate on last; highlight correct selection; wrap stories in DwellProvider\n- Action buttons: add pulse-driven shakeTrigger; container drives continuous wrong shake\n- Clean up debug flags in stories and drills
psmobile	0ec5177a7633	2025-08-31	abstraction/wrapper/controller	0	1966	chore: remove Poker‑Solitaire minigame scaffold and components from this branch (moved to feat/poker-solitaire)
psmobile	0ffc72e7a8cd	2025-08-31	proof ceremony	87	88	lessons: remove LessonsFeedbackBoundary from pilot screens and configure provider within PlayableScaffold subtree\n\n- OrderCardRanks, SelectMultipleHands no longer use boundary wrapper\n- Add nested FeedbackConfigurator to set submission gating, evaluator, and proceed under provider context
psmobile	890ccae0967a	2025-08-31	other: docs/plans	2189	10	MCP: lessons Position-based CRUD + step writes; guidance tools; enforce voice guide; server-owned lesson ordering ledger; structured tool logging; remove dry-run; docs + in-memory tests
psmobile	5fe86f9cb3a1	2025-09-01	other: docs/plans	665	178	DrillHandChoices migration to provider pattern: preserve tuned TablePlayableScaffold layout; add end-only provider panel; coach updates + short wrong dwell; restore shake under provider; stabilize subtree identity; wrap with LessonsFeedbackBoundary + DwellProvider; update docs with challenges; remove diagnostics
psmobile	b9d44d0715c8	2025-09-02	abstraction/wrapper/controller	15366	24879	cleanup: remove legacy lesson pipelines + tests; keep puzzle-gen; archive prompts; ignore local caches/venv
psmobile	93beea3e356c	2025-09-02	other: docs/plans	634	6828	cleanup(mcp-first): remove legacy TUI and tools; doc sweep and whitelist prune
psmobile	38d462f86579	2025-09-02	flags/knobs/env	9	49	Taxonomy MCP: remove backup file creation entirely (no env flag); update docs/tool help; delete existing backups previously
psmobile	ee81cebff307	2025-09-02	other: dead/stale/unused code	0	1	onboarding: remove unused theme import from OnboardingFrame
psmobile	038ab9f0daba	2025-09-02	other: docs/plans	42	95	docs(drill): consolidate to single DrillProps type (items only); remove refs/generator; update examples; clarify MCP delivers realized items; simplify child adapter guidance
psmobile	fa143bb04a8e	2025-09-02	other: docs/plans	35	59	docs(drill): simplify spec — split authoring vs runtime; remove schema-driven UI/feedback toggles; drop micro overrides; limit selection policy; require drill-level feedback; update examples and runtime integration accordingly
psmobile	5b58465c7335	2025-09-02	other: docs/plans	0	84	docs: remove big_avatar.svg (unused asset)
psmobile	1735423f7d70	2025-09-02	fallback/compat path	501	9029	Lessons/playables: Phase 2 prompt migration\n\n- Standardize all playables on prompt (remove coach triads/injectors)\n- Update x-copy-rules to require prompt\n- Migrate lessons_v2 + pool to materialize prompt; remove coach\n- Delete all backup JSONs (*.backup.*) under puzzlegen_output\n- Keep swipe drill per-item micro feedback only\n\nData-only changes: update lesson/pool JSON to include prompt and canonical feedback; remove backups.
psmobile	40a9cf5ddcc5	2025-09-02	fallback/compat path	12	8	mcp(taxonomy): remove fallback try/except in get_baseline_seconds; compute from duration hints without swallowing errors
psmobile	36740a487460	2025-09-02	other: docs/plans	1205	406	MCP: implement strict pagination + deterministic ordering; replace non-paginated endpoints (tax_list_tracks/sections) with paginated params; remove *_page variants; add pool_search cursor pagination; enforce strict limit/offset errors; update scripts/tests/docs; right/wrong feedback model updates across playables
psmobile	9a28a6f8f3c8	2025-09-03	other: docs/plans	3190	1111	MCP modularization + help: split Playables/Lessons/Flows into dedicated MCP servers; trim Taxonomy surface (tax_* + planning_* only); cursor-only tax_list_*; rename fetch->tax_fetch; remove generic help. Add detailed playables_help, lessons_help, flows_help; update KB/taxonomy help. Per-mount session managers to avoid run() errors; pool overwrite backups; tests and scripts updated; docs audit + pagination updated.
psmobile	4c592e3ee8e5	2025-09-04	other: docs/plans	782	189	feat(lessons): unify pocket cards sizing; use LessonPocketCards for mini overlay; add face-up plan and unification docs; add debug stories and diagnostics
psmobile	bb3af1e867c0	2025-09-05	other: docs/plans	15	26	ci/docs: remove personal Codex config from PR; add sample Codex MCP config and docs references
psmobile	e7e90b336fab	2025-09-05	diagnostics residue	152	137	Reduce layout/logging noise: remove console logs from table components (PlayablesTableView, TableSeat, PlayableHeroArea), LessonCoachBubble, LessonAnswerPanel, ScriptedHandAnimatedScreen; remove [walk] delays log; drop background props log.
psmobile	61fa7e35eb0b	2025-09-08	abstraction/wrapper/controller	0	14	chore(repo): remove org_agents/kb-helper.json
psmobile	b034c5c6c558	2025-09-08	other: product/behavior	0	1	chore(repo): remove LibreChat from tracking and ignore path
psmobile	6a644a552112	2025-09-08	other: product/behavior	4	21645	chore(pspuzzle): ignore and remove puzzlegen playable_pool_v1, hh_pool_v1, planning_v1 outputs
psmobile	db7ffd33cebb	2025-09-08	other: docs/plans	7184	19558	docs: purge transient plan/smoke docs; merge referenced plans into canonical docs and update links
psmobile	4ee129c9bc1c	2025-09-08	other: product/behavior	3	17298	chore(mobile-assets): ignore and remove apps/mobile/assets/pools
psmobile	0cdf5cc1acd0	2025-09-08	other: product/behavior	0	6835929	chore(repo): remove ohh_examples and puzzlegen session outputs
psmobile	45923334be83	2025-09-08	abstraction/wrapper/controller	0	50	chore: ignore .codex/; remove tracked .codex config and org_agents/kb-helper.json
psmobile	01e648fca85e	2025-09-08	other: docs/plans	252	4721	docs: remove transient plans; consolidate long-lived docs per domain (HH MCP, Glossary, Scripted Hand, Storybook)
psmobile	f9b1cb3a1439	2025-09-08	test sprawl	0	6827586	chore(repo): remove ohh_examples from version control and guard tests when absent
psmobile	9ac8e0081ccb	2025-09-09	other: product/behavior	0	4664	chore(git): ignore .codex and remove tracked session artifacts
psmobile	f1c431b48248	2025-09-09	fallback/compat path	215	125	MCP2 merge cleanup: port feedback provider wiring into playables\n\nFixes 'useLessonsFeedback must be used within LessonsFeedbackProvider' errors by moving hook usage under the provider, matching changes from the MCP2 branch.\n\nChanges:\n- SelectSingleHand: add FeedbackSetupSSH under PlayableScaffold via overlayChildren; remove top-level provider calls; keep evaluator/proceed logic identical.\n- StaticTableSingleSelect: wrap content in local LessonsFeedbackProvider so ProviderBridge runs inside provider.\n- SwipeHoleCardsTrainer: add FeedbackBridge under PlayableScaffold via overlayChildren; remove top-level provider calls; add safe cfg.feedback fallback.\n- PositionsTraining: move provider wiring into FeedbackSetupPT rendered within PlayableScaffold.\n- PickNFromPoolWithHandBoard: read board/hero from top-level props (new schema) instead of cfg.context.*, and adjust error guards.\n- ScriptedHandAnimated: add local provider + FeedbackBridge; submit via ref; preserve telemetry.\n\nNo changes to shared scaffolds; kept scope narrow to these playables.\n\nStorybook: affected stories render without provider errors; answer panels/confetti managed by provider as intended.
psmobile	b90da7684f7e	2025-09-10	diagnostics residue	116	91	db(v15): replace lesson_progress table with derived views; stop writing progress rows; use xp_awarded on attempts; update reads + debug + sync
psmobile	0b1077249fbb	2025-09-10	other: docs/plans	0	92	chore(docs): remove transient section-review-cup-icon planning doc
psmobile	2f1914a5706d	2025-09-10	diagnostics residue	71	13	revert(runtime): restore OfflineStorage, SyncManager, LessonsProgressDebugScreen to main (pre-refactor state)
psmobile	ba9a97f095ea	2025-09-10	test sprawl	505	203	MCP + Contracts stabilization:\n\n- Glossary MCP: use dynamic PATHS + loader refs; validate pool ids via puzzlegen_output (no import-time binding). Fix gloss_set_pool_refs.\n- Taxonomy MCP: fix tax_help JSON examples (True/False), tighten schema docs; add help JSON-parse tests.\n- Playables MCP: correct search paging cursor handling; update static-table single_select tests to Playables MCP.\n- Contracts: align all minimal fixtures to new schemas (add prompt/feedback; remove coach; move context to top-level where required; ensure pool/board disjoint).\n- Strict: provide Ajv validator shim (bash) and real TSX validator; skip Ajv when tsx unavailable.\n- Core tests: add ohh_examples/minimal.ohh and ps_hands/ps_bb_ante_sample.txt to satisfy OpenHH + PS parser.\n- Add cross-MCP help JSON parsing test (mcp_helps).
psmobile	0419eb1c5183	2025-09-11	other: product/behavior	17168	16552	SDK: pin tsup@7 and drop prepare to avoid rollup optional deps issue in CI
psmobile	dbb8d6a242a3	2025-09-12	other: docs/plans	27	28	docs(taxonomy): tighten plan with numbered checklist; delete legacy tax_fetch immediately (no deprecation)
psmobile	efb4b3c89465	2025-09-12	test sprawl	145	44	taxonomy: replace tax_fetch(id) with explicit tax_fetch_track/section; update help; add split-endpoint tests; delete legacy fetch
psmobile	21d71d64779e	2025-09-12	extra state	351	30	HH MCP: adopt common JSON-RPC error helper; propagate McpError; keep error messages self-contained; remove HHErrorEnvelope from help registry
psmobile	ed01b14f4377	2025-09-12	test sprawl	984	345	mcp: unify error envelope across servers; clarify Playables catalog inputs/enums; fix HH set_deck contract; structure Playables delete result; update tests and taxonomy assets (no public schema changes)
psmobile	faddb5eba7ae	2025-09-13	fallback/compat path	0	4277	mobile: remove legacy lesson JSONs not referenced by catalog/learn_index
psmobile	30b574fc011d	2025-09-14	fallback/compat path	493	400	Phase 4B/4C: remove 'default-user' fallback; per-user query keys and lessons fixes; align base DDL to v17; remove AsyncStorage profile mirror (SQLite single source); doc updates and inline comments for profile sync model
psmobile	f01cf4714fbe	2025-09-14	test sprawl	0	2	Remove leftover E2E probe placeholder from RootNavigator
psmobile	2a616f9b2c3a	2025-09-14	other: docs/plans	1	45	QA: remove deprecated ensure_signed_in.yaml; migrate plan to ensure_signed_in_conditional
psmobile	c8843f9c1b0c	2025-09-15	other: docs/plans	0	212	Removed doc
psmobile	ae418023ae40	2025-09-15	other: docs/plans	224	118	db: gate DB init until signed-in; move v17 identity attribution into migration; remove login-time attribution; guard sync status; make resetDatabase delete-only; add docs checklist
psmobile	d3f2b2665e5f	2025-09-16	other: docs/plans	379	1269	Prune docs and lockfiles from range playables work
psmobile	62d98804459d	2025-09-16	diagnostics residue	0	8	chore(debug): remove unused tool call recorder
psmobile	438c8d2f770f	2025-09-19	other: docs/plans	0	161	Remove MCP context audit doc
psmobile	ea8c5453eff4	2025-09-19	abstraction/wrapper/controller	524	99	Slim taxonomy MCP defaults to summary acks
psmobile	0b53a9db6e10	2025-09-19	other: product/behavior	848	103	Slim glossary writes and lesson finalize responses
psmobile	8215cb665d37	2025-09-20	extra state	274	63	Slim HH MCP snapshots and pool search responses
psmobile	c6019fafe3ac	2025-09-23	proof ceremony	46	188	Refactor LessonRunner to simplify state management and remove legacy progress bookkeeping. Eliminate unused state variables and streamline the handling of lesson manifests, ensuring a more cohesive lesson execution flow. Update the context handling for lesson results to enhance clarity and maintainability. This change aims to improve the overall structure of the lesson runtime architecture while preparing for future enhancements.
psmobile	b168074d4da5	2025-09-25	fallback/compat path	91	873	Refactor PlayableScaffold and LessonMetricsHub to streamline telemetry and remove legacy props
psmobile	8deb7a4aa2e0	2025-09-26	fallback/compat path	1	54	Refactor LessonRunner component and remove legacy classroom runner
psmobile	b80eceabc95e	2025-09-26	other: docs/plans	1	5195	Remove doc artifacts from repo
psmobile	484234cce857	2025-09-27	proof ceremony	260	1110	Remove Storybook pool asset generation and related files
psmobile	2e754b8f259f	2025-09-28	other: revert	3366	3102	Revert "Migrated lessons"
psmobile	98e9797a84e1	2025-09-28	flags/knobs/env	82	69	Refactor IdentifyStreetSequenceV2 to unify options handling and remove IdentifyStreetQuestion wrapper
psmobile	59a48d7d68fa	2025-09-29	other: dead/stale/unused code	233	10170	Remove multiple unused playable model files and their associated tests to streamline the codebase. This cleanup enhances maintainability and reduces clutter, ensuring that only relevant components remain in the project.
psmobile	1a41b15229e4	2025-09-29	diagnostics residue	80	607	Remove excessive console logging across various components to reduce clutter and improve performance. This cleanup focuses on diagnostics and debug statements that are no longer necessary, enhancing the overall maintainability of the codebase.
psmobile	775463806c0b	2025-09-30	other: docs/plans	0	340	Remove positions_trainer.md from repo; keep PR focused on storybook + factory + content
psmobile	778da145a6cf	2025-09-30	other: docs/plans	340	0	Docs: Positions Trainer — add implementation tiers; remove non-seat-tap legality items; preserve numbering gaps
psmobile	44d3a468ce7b	2025-10-02	other: docs/plans	0	842	docs: remove position_trainer.md from tracking
psmobile	01930988af3d	2025-10-02	other: product/behavior	1	2051	Removed bad lesson 2
psmobile	8afeefa7a7b5	2025-10-05	other: dead/stale/unused code	23	23	Removed dead sections
psmobile	4afa41b1936e	2025-10-08	fallback/compat path	0	2117	Remove Deprecated JSON File for Poker Fundamentals Quickstart Lesson
psmobile	8902744a1c64	2025-10-16	outside-task change	0	134	Remove stray debug runners from hh pool branch
psmobile	87fa5b17ad4b	2025-10-16	abstraction/wrapper/controller	2	84	Refactor and Remove Unused Functions in Common Loop and Field Catalog
psmobile	513a5ab4cd05	2025-10-16	abstraction/wrapper/controller	61	114	PA: enforce finalizer-only tool loop; remove validate tool; simple echo finalizer; require finalize_{kind}(playable) (Refs #322)
psmobile	b4936e1832f5	2025-10-29	fallback/compat path	128	4177	Remove deprecated legacy help function and associated tests; update lesson creation and patching to align with new API structure.
psmobile	ac3d0880c312	2025-10-29	other: revert	0	47	Revert StaticTableSingleSelect to origin/main
psmobile	c743c9866dbf	2025-10-29	diagnostics residue	1300	870	Remove ScriptedHandAnimated story file and enhance logging in StaticTableSingleSelect component
psmobile	94f1da078207	2025-10-30	diagnostics residue	74	391	Refactor feedback submission process and remove related API endpoints
psmobile	7dc023b08bf3	2025-10-31	abstraction/wrapper/controller	1	2	Remove Expo config extension from root tsconfig.json
psmobile	09a0747abac6	2025-10-31	fallback/compat path	6593	4012	Remove prompt fallbacks and complete headline/coachCommentary migration
psmobile	f3385bd1f49a	2025-11-01	other: docs/plans	532	197	Remove internal notes from taxonomy and fix stale docstrings
psmobile	9c544978e547	2025-11-02	abstraction/wrapper/controller	30	1097	Remove old puzzle generation pipelines
psmobile	088a62e4b1ee	2025-11-02	fallback/compat path	41	78	Clean up legacy puzzle references
psmobile	b474dfe8456e	2025-11-02	other: product/behavior	933	2022	Simplify track ordering: remove ordering_index, use array order
psmobile	d3bfd567a08a	2025-11-05	test sprawl	0	34	Remove test-mobile-workflow.sh from git tracking
psmobile	bc159c37938e	2025-11-05	abstraction/wrapper/controller	106	78	Simplify analytics hosting: remove Tailscale, add minimal static server, and Cloudflare DNS helper
psmobile	f31f44a1c2c4	2025-11-06	abstraction/wrapper/controller	0	76	Remove cloudflare-set-stats.sh script
psmobile	76d03fb74f1f	2025-11-06	other: product/behavior	26153	1878	Simplify analytics hosting and canonicalize SQL queries (#456)
psmobile	053f2f0068f8	2025-11-09	other: revert	1	1	Revert .vscode changes (not relevant to this PR)
psmobile	ddcf4a8cfb2b	2025-11-09	other: revert	94	100	Revert apps/mobile changes (not relevant to this PR)
psmobile	fb922d53e01b	2025-11-09	other: docs/plans	0	140	Remove docs/mcp_test_gaps.md from PR
psmobile	20c53338ff33	2025-11-09	other: product/behavior	0	30	Remove forums knowledge base files from PR (keep on disk, tracked via LFS if needed)
psmobile	4849b6c06a2d	2025-11-13	extra state	14	48	Remove cached streak cache (#501)
psmobile	4c5667650b1b	2025-11-16	fallback/compat path	1	1	Remove duplicate SDK workflow runs on feature branches
psmobile	4431e2869163	2025-11-16	abstraction/wrapper/controller	0	135	chore: remove Claude GitHub workflows from branch
psmobile	ec3135e235ed	2025-11-16	other: product/behavior	0	145	Remove pp_pp_3zjsrj3v.json from branch
psmobile	5a75963bd663	2025-11-18	other: dead/stale/unused code	0	453	refactor(journeyv2): remove unused GrantsSource and fix QA commands
psmobile	9a7dbbf6b8c5	2025-11-18	diagnostics residue	1	160	chore: Remove excessive console logs from deep link services
psmobile	d28c13c8849e	2025-11-18	fallback/compat path	0	59	fix(journeyv2): remove deprecated 'selected track' debug feature
psmobile	55dcabc55595	2025-11-18	abstraction/wrapper/controller	113	143	Refactor QA automation: standardize Makefile targets, simplify run.sh, and remove dead code
psmobile	0324f2b04cfe	2025-11-18	other: product/behavior	0	4	fix(qa): remove registration of deleted grants commands
psmobile	ec8e91fce478	2025-11-18	other: docs/plans	0	8123	chore: remove generated analytics report artifact
psmobile	6ab3e080fc02	2025-11-18	diagnostics residue	0	33	Removed log
psmobile	0f4f3622dc40	2025-11-18	other: revert	147	14	Revert QA login flows to UI-driven approach
psmobile	928a944b1b79	2025-11-18	other: product/behavior	56	51	fix: remove index from build_subset testIDs to support randomized board order
psmobile	a9aff2ed09db	2025-11-18	extra state	2121	858	Unify deep link architecture with centralized registry and handlers
psmobile	b2c93891c1ba	2025-11-19	other: product/behavior	1	2	fix: remove invalid workingDirectory from eas.json
psmobile	a8062e75ddff	2025-11-19	diagnostics residue	370	0	feat: Unified Maestro Logging Architecture
psmobile	5ed5a9501915	2025-11-20	other: product/behavior	0	65	refactor(db): remove cleanupDuplicates to prevent startup locks
psmobile	2032a773f18d	2025-11-20	diagnostics residue	2	15	chore: Remove residual DB_TRACE logs from database.ts
psmobile	bf86c7886862	2025-11-20	fallback/compat path	0	2	fix: remove duplicate export in DatabaseDiagnostics.ts
psmobile	7393ac79463c	2025-11-20	extra state	4	6	Fix: Revert schema changes and SyncQueueRepository to match production
psmobile	fa226b99deae	2025-11-20	fallback/compat path	4	4	Fix: Remove double wrapping of ExpoSqliteAdapter in QA commands
psmobile	62a284f2f050	2025-11-20	other: docs/plans	2	54	chore: revert android config changes and remove logging docs
psmobile	a930f4787bbf	2025-11-20	outside-task change	1	0	revert: restore 0000_v2_initial_schema.sql to match main (not part of this PR)
psmobile	ed8276dc5f83	2025-11-22	other: dead/stale/unused code	0	2981	chore(mobile): remove unused code paths verified by audit
psmobile	5857ff0c93f7	2025-11-22	diagnostics residue	1	12	chore(storage): revert perf instrumentation
psmobile	73bd2b383471	2025-11-23	abstraction/wrapper/controller	1	129	fix(lessons): resolve CardGridSelect story import and remove obsolete TableScaffolds story
psmobile	d68888b340ad	2025-11-23	other: dead/stale/unused code	22	30	fix(lessons): remove obsolete LayoutStateContext usage
psmobile	8e83c8a4c398	2025-11-27	extra state	1313	754	fix: revert root package-lock.json to exact state of 2091fc9
psmobile	25be99213fa4	2025-12-01	diagnostics residue	0	0	fix(journey): Eliminate lesson stuck race condition (#565)
psmobile	14c2738649a2	2025-12-03	flags/knobs/env	16	3	fix(lessons): revert single_select_token playable and update headline
psmobile	bd0225765814	2025-12-07	fallback/compat path	1025	136	fix(lessons): Remove legacy tool aliases and fix prompt-tool consistency
psmobile	d64029eeb69c	2025-12-08	abstraction/wrapper/controller	386	401	Consolidate orchestration: remove spawn_* tools, standardize on run_operation
psmobile	7b688f518ac0	2025-12-11	fallback/compat path	0	358	chore(lessons): remove legacy subagent runner
psmobile	8682e6b6ef91	2025-12-16	diagnostics residue	1253	987	Telemetry: clean up subscription events (#610)
psmobile	d96c32ab6d51	2025-12-17	outside-task change	67	81	fix: revert puzzles tab to original calendar screen + fix TS errors (#619)
psmobile	86a01eb164d7	2025-12-18	abstraction/wrapper/controller	668	162	Lessons: remove regex OHH parsing + fix eval runner import
psmobile	6495d0a07d59	2025-12-19	fallback/compat path	36	1101	PR5: remove legacy table scaffolds to prevent drift
psmobile	554f7a988e20	2025-12-19	abstraction/wrapper/controller	98	1123	revert: remove MCP lesson tooling
psmobile	8370fef58bd0	2025-12-19	other: product/behavior	1	19	chore: remove Makefile/MainActivity from FUN-2552 PR
psmobile	3f4275648dac	2025-12-19	other: product/behavior	188	148	guided_walkthrough_builder: remove intro injection, enforce coachText rules
psmobile	f3fdbf1650c3	2025-12-19	other: revert	84	18	Revert Android toolchain pins (SDK 36/AGP 8.9) (#636)
psmobile	1efbb0d7bec6	2025-12-20	abstraction/wrapper/controller	1692	5495	chore(lessons): unify workflow; remove admin-cli
